Chemin,Format,Train_Test,Classe,Nom,Type,Largeur,Hauteur,Canaux,Doute_Carre
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123453_0373_T_000003.png,110x60,train,healthy panel,DJI_20230223123453_0373_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123453_0373_T_000004.png,110x60,train,healthy panel,DJI_20230223123453_0373_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123506_0381_T_000007.png,110x60,train,healthy panel,DJI_20230223123506_0381_T_000007,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123506_0381_T_000008.png,110x60,train,healthy panel,DJI_20230223123506_0381_T_000008,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123519_0388_T_000005.png,110x60,train,healthy panel,DJI_20230223123519_0388_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123519_0388_T_000006.png,110x60,train,healthy panel,DJI_20230223123519_0388_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123532_0394_T_000008.png,110x60,train,healthy panel,DJI_20230223123532_0394_T_000008,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123532_0394_T_000009.png,110x60,train,healthy panel,DJI_20230223123532_0394_T_000009,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123540_0398_T_000008.png,110x60,train,healthy panel,DJI_20230223123540_0398_T_000008,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123545_0400_T_000008.png,110x60,train,healthy panel,DJI_20230223123545_0400_T_000008,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123545_0400_T_000009.png,110x60,train,healthy panel,DJI_20230223123545_0400_T_000009,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123553_0404_T_000003.png,110x60,train,healthy panel,DJI_20230223123553_0404_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123553_0404_T_000004.png,110x60,train,healthy panel,DJI_20230223123553_0404_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123556_0406_T_000003.png,110x60,train,healthy panel,DJI_20230223123556_0406_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123556_0406_T_000004.png,110x60,train,healthy panel,DJI_20230223123556_0406_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123601_0408_T_000005.png,110x60,train,healthy panel,DJI_20230223123601_0408_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123601_0408_T_000006.png,110x60,train,healthy panel,DJI_20230223123601_0408_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123601_0408_T_000007.png,110x60,train,healthy panel,DJI_20230223123601_0408_T_000007,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123625_0418_T_000002.png,110x60,train,healthy panel,DJI_20230223123625_0418_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123625_0418_T_000003.png,110x60,train,healthy panel,DJI_20230223123625_0418_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123639_0425_T_000002.png,110x60,train,healthy panel,DJI_20230223123639_0425_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123639_0425_T_000003.png,110x60,train,healthy panel,DJI_20230223123639_0425_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123649_0430_T_000003.png,110x60,train,healthy panel,DJI_20230223123649_0430_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123649_0430_T_000004.png,110x60,train,healthy panel,DJI_20230223123649_0430_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123703_0438_T_000008.png,110x60,train,healthy panel,DJI_20230223123703_0438_T_000008,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123703_0438_T_000009.png,110x60,train,healthy panel,DJI_20230223123703_0438_T_000009,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123708_0441_T_000005.png,110x60,train,healthy panel,DJI_20230223123708_0441_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123708_0441_T_000006.png,110x60,train,healthy panel,DJI_20230223123708_0441_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123713_0445_T_000002.png,110x60,train,healthy panel,DJI_20230223123713_0445_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123713_0445_T_000003.png,110x60,train,healthy panel,DJI_20230223123713_0445_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123713_0445_T_000004.png,110x60,train,healthy panel,DJI_20230223123713_0445_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123713_0445_T_000005.png,110x60,train,healthy panel,DJI_20230223123713_0445_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123729_0451_T_000002.png,110x60,train,healthy panel,DJI_20230223123729_0451_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123729_0451_T_000003.png,110x60,train,healthy panel,DJI_20230223123729_0451_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123735_0454_T_000005.png,110x60,train,healthy panel,DJI_20230223123735_0454_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123735_0454_T_000006.png,110x60,train,healthy panel,DJI_20230223123735_0454_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123821_0477_T_000003.png,110x60,train,healthy panel,DJI_20230223123821_0477_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123821_0477_T_000004.png,110x60,train,healthy panel,DJI_20230223123821_0477_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123851_0491_T_000003.png,110x60,train,healthy panel,DJI_20230223123851_0491_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123910_0500_T_000005.png,110x60,train,healthy panel,DJI_20230223123910_0500_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123910_0500_T_000006.png,110x60,train,healthy panel,DJI_20230223123910_0500_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123934_0510_T_000012.png,110x60,train,healthy panel,DJI_20230223123934_0510_T_000012,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123934_0510_T_000013.png,110x60,train,healthy panel,DJI_20230223123934_0510_T_000013,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123950_0517_T_000008.png,110x60,train,healthy panel,DJI_20230223123950_0517_T_000008,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223123950_0517_T_000009.png,110x60,train,healthy panel,DJI_20230223123950_0517_T_000009,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223124027_0535_T_000013.png,110x60,train,healthy panel,DJI_20230223124027_0535_T_000013,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223124027_0535_T_000014.png,110x60,train,healthy panel,DJI_20230223124027_0535_T_000014,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223124036_0540_T_000008.png,110x60,train,healthy panel,DJI_20230223124036_0540_T_000008,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223124036_0540_T_000009.png,110x60,train,healthy panel,DJI_20230223124036_0540_T_000009,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223124047_0546_T_000005.png,110x60,train,healthy panel,DJI_20230223124047_0546_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223124047_0546_T_000006.png,110x60,train,healthy panel,DJI_20230223124047_0546_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223124129_0565_T_000010.png,110x60,train,healthy panel,DJI_20230223124129_0565_T_000010,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223124129_0565_T_000012.png,110x60,train,healthy panel,DJI_20230223124129_0565_T_000012,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223125005_0656_T_000003.png,110x60,train,healthy panel,DJI_20230223125005_0656_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223125207_0709_T_000005.png,110x60,train,healthy panel,DJI_20230223125207_0709_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223125458_0782_T_000003.png,110x60,train,healthy panel,DJI_20230223125458_0782_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223125458_0782_T_000004.png,110x60,train,healthy panel,DJI_20230223125458_0782_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223125618_0815_T_000005.png,110x60,train,healthy panel,DJI_20230223125618_0815_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223125627_0819_T_000002.png,110x60,train,healthy panel,DJI_20230223125627_0819_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223125627_0819_T_000003.png,110x60,train,healthy panel,DJI_20230223125627_0819_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223125720_0841_T_000005.png,110x60,train,healthy panel,DJI_20230223125720_0841_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223125908_0889_T_000005.png,110x60,train,healthy panel,DJI_20230223125908_0889_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223130027_0921_T_000003.png,110x60,train,healthy panel,DJI_20230223130027_0921_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223130341_0001_T_000003.png,110x60,train,healthy panel,DJI_20230223130341_0001_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223130402_0014_T_000003.png,110x60,train,healthy panel,DJI_20230223130402_0014_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223130500_0052_T_000004.png,110x60,train,healthy panel,DJI_20230223130500_0052_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223130500_0052_T_000005.png,110x60,train,healthy panel,DJI_20230223130500_0052_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223130819_0183_T_000002.png,110x60,train,healthy panel,DJI_20230223130819_0183_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223131740_0090_T_000006.png,110x60,train,healthy panel,DJI_20230223131740_0090_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223131740_0090_T_000007.png,110x60,train,healthy panel,DJI_20230223131740_0090_T_000007,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223131900_0146_T_000004.png,110x60,train,healthy panel,DJI_20230223131900_0146_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223131935_0169_T_000002.png,110x60,train,healthy panel,DJI_20230223131935_0169_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223131935_0169_T_000003.png,110x60,train,healthy panel,DJI_20230223131935_0169_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223132418_0330_T_000004.png,110x60,train,healthy panel,DJI_20230223132418_0330_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223132418_0330_T_000005.png,110x60,train,healthy panel,DJI_20230223132418_0330_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223132652_0415_T_000004.png,110x60,train,healthy panel,DJI_20230223132652_0415_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223132652_0415_T_000005.png,110x60,train,healthy panel,DJI_20230223132652_0415_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223133353_0050_T_000006.png,110x60,train,healthy panel,DJI_20230223133353_0050_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223133353_0050_T_000007.png,110x60,train,healthy panel,DJI_20230223133353_0050_T_000007,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223133454_0084_T_000009.png,110x60,train,healthy panel,DJI_20230223133454_0084_T_000009,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223133454_0084_T_000010.png,110x60,train,healthy panel,DJI_20230223133454_0084_T_000010,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223133454_0084_T_000011.png,110x60,train,healthy panel,DJI_20230223133454_0084_T_000011,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223133731_0167_T_000005.png,110x60,train,healthy panel,DJI_20230223133731_0167_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223133731_0167_T_000006.png,110x60,train,healthy panel,DJI_20230223133731_0167_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223133839_0205_T_000005.png,110x60,train,healthy panel,DJI_20230223133839_0205_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223133839_0205_T_000006.png,110x60,train,healthy panel,DJI_20230223133839_0205_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223134104_0274_T_000005.png,110x60,train,healthy panel,DJI_20230223134104_0274_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223134104_0274_T_000006.png,110x60,train,healthy panel,DJI_20230223134104_0274_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223135908_0042_T_000011.png,110x60,train,healthy panel,DJI_20230223135908_0042_T_000011,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140002_0052_T_000004.png,110x60,train,healthy panel,DJI_20230223140002_0052_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140002_0052_T_000005.png,110x60,train,healthy panel,DJI_20230223140002_0052_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140026_0056_T_000008.png,110x60,train,healthy panel,DJI_20230223140026_0056_T_000008,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140026_0056_T_000009.png,110x60,train,healthy panel,DJI_20230223140026_0056_T_000009,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140032_0057_T_000004.png,110x60,train,healthy panel,DJI_20230223140032_0057_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140032_0057_T_000005.png,110x60,train,healthy panel,DJI_20230223140032_0057_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140044_0059_T_000007.png,110x60,train,healthy panel,DJI_20230223140044_0059_T_000007,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140044_0059_T_000008.png,110x60,train,healthy panel,DJI_20230223140044_0059_T_000008,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140051_0060_T_000004.png,110x60,train,healthy panel,DJI_20230223140051_0060_T_000004,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140051_0060_T_000005.png,110x60,train,healthy panel,DJI_20230223140051_0060_T_000005,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140105_0063_T_000002.png,110x60,train,healthy panel,DJI_20230223140105_0063_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230223140105_0063_T_000003.png,110x60,train,healthy panel,DJI_20230223140105_0063_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227123225_0142_T_000002.png,110x60,train,healthy panel,DJI_20230227123225_0142_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124016_0410_T_000001.png,110x60,train,healthy panel,DJI_20230227124016_0410_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124016_0410_T_000002.png,110x60,train,healthy panel,DJI_20230227124016_0410_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124016_0410_T_000008.png,110x60,train,healthy panel,DJI_20230227124016_0410_T_000008,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124046_0425_T_000001.png,110x60,train,healthy panel,DJI_20230227124046_0425_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124046_0425_T_000002.png,110x60,train,healthy panel,DJI_20230227124046_0425_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124115_0442_T_000001.png,110x60,train,healthy panel,DJI_20230227124115_0442_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124115_0442_T_000002.png,110x60,train,healthy panel,DJI_20230227124115_0442_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124121_0446_T_000001.png,110x60,train,healthy panel,DJI_20230227124121_0446_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124121_0446_T_000002.png,110x60,train,healthy panel,DJI_20230227124121_0446_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124217_0477_T_000001.png,110x60,train,healthy panel,DJI_20230227124217_0477_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124217_0477_T_000002.png,110x60,train,healthy panel,DJI_20230227124217_0477_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124231_0483_T_000001.png,110x60,train,healthy panel,DJI_20230227124231_0483_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124231_0483_T_000007.png,110x60,train,healthy panel,DJI_20230227124231_0483_T_000007,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124231_0483_T_000017.png,110x60,train,healthy panel,DJI_20230227124231_0483_T_000017,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124428_0539_T_000020.png,110x60,train,healthy panel,DJI_20230227124428_0539_T_000020,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124438_0544_T_000002.png,110x60,train,healthy panel,DJI_20230227124438_0544_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124722_0622_T_000001.png,110x60,train,healthy panel,DJI_20230227124722_0622_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124722_0622_T_000002.png,110x60,train,healthy panel,DJI_20230227124722_0622_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124938_0681_T_000001.png,110x60,train,healthy panel,DJI_20230227124938_0681_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227124938_0681_T_000002.png,110x60,train,healthy panel,DJI_20230227124938_0681_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227125438_0809_T_000001.png,110x60,train,healthy panel,DJI_20230227125438_0809_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227125438_0809_T_000002.png,110x60,train,healthy panel,DJI_20230227125438_0809_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227125438_0809_T_000024.png,110x60,train,healthy panel,DJI_20230227125438_0809_T_000024,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227125438_0809_T_000025.png,110x60,train,healthy panel,DJI_20230227125438_0809_T_000025,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227125558_0842_T_000001.png,110x60,train,healthy panel,DJI_20230227125558_0842_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227125558_0842_T_000002.png,110x60,train,healthy panel,DJI_20230227125558_0842_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227125937_0007_T_000001.png,110x60,train,healthy panel,DJI_20230227125937_0007_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227130008_0027_T_000001.png,110x60,train,healthy panel,DJI_20230227130008_0027_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227130008_0027_T_000002.png,110x60,train,healthy panel,DJI_20230227130008_0027_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227130101_0060_T_000002.png,110x60,train,healthy panel,DJI_20230227130101_0060_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227130101_0060_T_000003.png,110x60,train,healthy panel,DJI_20230227130101_0060_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227130409_0175_T_000001.png,110x60,train,healthy panel,DJI_20230227130409_0175_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227130853_0336_T_000002.png,110x60,train,healthy panel,DJI_20230227130853_0336_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227130956_0369_T_000001.png,110x60,train,healthy panel,DJI_20230227130956_0369_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227130956_0369_T_000002.png,110x60,train,healthy panel,DJI_20230227130956_0369_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131034_0389_T_000006.png,110x60,train,healthy panel,DJI_20230227131034_0389_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131034_0389_T_000010.png,110x60,train,healthy panel,DJI_20230227131034_0389_T_000010,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131148_0427_T_000001.png,110x60,train,healthy panel,DJI_20230227131148_0427_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131150_0429_T_000003.png,110x60,train,healthy panel,DJI_20230227131150_0429_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131326_0480_T_000001.png,110x60,train,healthy panel,DJI_20230227131326_0480_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131326_0480_T_000002.png,110x60,train,healthy panel,DJI_20230227131326_0480_T_000002,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131533_0542_T_000001.png,110x60,train,healthy panel,DJI_20230227131533_0542_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131533_0542_T_000009.png,110x60,train,healthy panel,DJI_20230227131533_0542_T_000009,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131549_0548_T_000001.png,110x60,train,healthy panel,DJI_20230227131549_0548_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131549_0548_T_000006.png,110x60,train,healthy panel,DJI_20230227131549_0548_T_000006,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131634_0566_T_000001.png,110x60,train,healthy panel,DJI_20230227131634_0566_T_000001,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131634_0566_T_000003.png,110x60,train,healthy panel,DJI_20230227131634_0566_T_000003,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131843_0624_T_000011.png,110x60,train,healthy panel,DJI_20230227131843_0624_T_000011,.png,60,110,3,False
../data/raw/PVF-10\PVF_10_110x60\train\10healthy panel\DJI_20230227131843_0624_T_000012.png,110x60,train,healthy panel,DJI_20230227131843_0624_T_000012,.png,60,110,3,False
